27.556,21.363,15.298,24.939,111.65,17.414,19.468,27.544,65.673,20.234,23.466,24.756,15.413,24.113,21.956,10.289,18.858,29.426,27.556,21.363,15.298,24.939,111.65,17.414,19.468,27.544,65.673,20.234,23.466,24.756,15.413,24.113,21.956,10.289,18.858,29.426,23.663,15.168,15.152,22.828,51.523,12.915,16.115,9.7399,50.991,18.011,22.472,21.939,15.107,12.689,8.9834,10.165,6.8562,28.809,23.663,15.168,15.152,22.828,51.523,12.915,16.115,9.7399,50.991,18.011,22.472,21.939,15.107,12.689,8.9834,10.165,6.8562,28.809,21.767,13.651,13.38,21.906,25.57,8.4849,16.033,7.3949,40.588,17.837,20.545,20.025,14.239,5.3145,6.3946,9.6535,5.8525,17.332,21.767,13.651,13.38,21.906,25.57,8.4849,16.033,7.3949,40.588,17.837,20.545,20.025,14.239,5.3145,6.3946,9.6535,5.8525,17.332
27.258,21.047,21.31,23.111,107.77,22.212,29.099,16.808,88.709,23.347,23.205,23.372,22.969,27.369,23.395,19.086,17.517,41.681,27.258,21.047,21.31,23.111,107.77,22.212,29.099,16.808,88.709,23.347,23.205,23.372,22.969,27.369,23.395,19.086,17.517,41.681,24.507,19.062,15.573,21.503,52.911,7.9128,19.99,15.452,62.883,22.265,19.805,22.027,13.265,6.4518,8.9715,9.5934,14.602,18.13,24.507,19.062,15.573,21.503,52.911,7.9128,19.99,15.452,62.883,22.265,19.805,22.027,13.265,6.4518,8.9715,9.5934,14.602,18.13,23.609,15.154,13.356,21.038,28.116,6.6955,13.196,14.213,45.261,20.159,17.452,17.642,12.156,2.5817,6.9876,4.8902,3.5021,15.864,23.609,15.154,13.356,21.038,28.116,6.6955,13.196,14.213,45.261,20.159,17.452,17.642,12.156,2.5817,6.9876,4.8902,3.5021,15.864
35.018,19.833,18.445,38.325,128.76,13.37,35.146,27.583,29.796,25.4,19.452,21.523,18.997,24.834,11.416,17.217,14.694,26.993,35.018,19.833,18.445,38.325,128.76,13.37,35.146,27.583,29.796,25.4,19.452,21.523,18.997,24.834,11.416,17.217,14.694,26.993,25.874,16.41,18.41,19.212,15.478,9.3972,13.213,14.263,25.78,22.703,19.144,20.136,13.783,8.0007,10.429,6.8823,11.816,23.908,25.874,16.41,18.41,19.212,15.478,9.3972,13.213,14.263,25.78,22.703,19.144,20.136,13.783,8.0007,10.429,6.8823,11.816,23.908,21.221,13.972,14.174,6.1148,13.911,8.2671,3.91,9.8553,22.344,18.595,19.115,20.082,3.987,5.3725,10.277,6.3599,8.1677,22.704,21.221,13.972,14.174,6.1148,13.911,8.2671,3.91,9.8553,22.344,18.595,19.115,20.082,3.987,5.3725,10.277,6.3599,8.1677,22.704
23.851,18.989,25.164,34.418,113.43,15.793,29.911,25.75,27.97,22.727,35.371,20.289,20.82,27.575,22.355,19.195,16.135,25.01,23.851,18.989,25.164,34.418,113.43,15.793,29.911,25.75,27.97,22.727,35.371,20.289,20.82,27.575,22.355,19.195,16.135,25.01,22.121,17.281,16.851,15.606,43.714,9.8587,21.691,10.228,27.75,20.445,26.954,19.666,11.574,3.6347,7.1586,9.9931,12.577,24.49,22.121,17.281,16.851,15.606,43.714,9.8587,21.691,10.228,27.75,20.445,26.954,19.666,11.574,3.6347,7.1586,9.9931,12.577,24.49,22.117,13.5,16.244,12.254,26.255,7.7857,9.6651,8.9804,27.403,18.99,16.563,18.99,3.3772,2.8863,6.745,4.9541,6.4656,20.113,22.117,13.5,16.244,12.254,26.255,7.7857,9.6651,8.9804,27.403,18.99,16.563,18.99,3.3772,2.8863,6.745,4.9541,6.4656,20.113
27.194,24.889,20.15,28.509,94.205,15.575,30.423,45.759,32.064,21.855,31.541,31.53,23.803,8.5111,19.456,11.684,14.177,21.301,27.194,24.889,20.15,28.509,94.205,15.575,30.423,45.759,32.064,21.855,31.541,31.53,23.803,8.5111,19.456,11.684,14.177,21.301,24.739,15.859,12.864,22.128,47.932,11.989,21.049,45.428,28.186,21.327,24.036,16.03,7.2655,7.94,9.3326,11.281,13.602,21.28,24.739,15.859,12.864,22.128,47.932,11.989,21.049,45.428,28.186,21.327,24.036,16.03,7.2655,7.94,9.3326,11.281,13.602,21.28,22.353,13.093,6.5543,17.223,30.918,8.5852,5.6956,44.147,26.467,19.83,18.984,8.754,1.5636,7.8709,7.9055,9.9692,13.412,21.117,22.353,13.093,6.5543,17.223,30.918,8.5852,5.6956,44.147,26.467,19.83,18.984,8.754,1.5636,7.8709,7.9055,9.9692,13.412,21.117
25.941,20.246,21.07,39.836,57.954,19.783,35.655,45.511,36.049,22.279,29.176,31.295,22.609,24.906,24.225,18.469,21.499,28.065,25.941,20.246,21.07,39.836,57.954,19.783,35.655,45.511,36.049,22.279,29.176,31.295,22.609,24.906,24.225,18.469,21.499,28.065,23.976,13.053,12.178,11.942,50.244,10.997,9.4595,42.529,26.732,21.406,19.674,15.503,9.5363,5.4017,7.3329,8.6236,10.126,22.188,23.976,13.053,12.178,11.942,50.244,10.997,9.4595,42.529,26.732,21.406,19.674,15.503,9.5363,5.4017,7.3329,8.6236,10.126,22.188,22.576,12.923,5.894,8.6243,35.352,5.8195,6.627,41.93,24.748,20.333,18.312,9.3422,2.588,4.6095,5.0995,7.6108,9.8784,21.158,22.576,12.923,5.894,8.6243,35.352,5.8195,6.627,41.93,24.748,20.333,18.312,9.3422,2.588,4.6095,5.0995,7.6108,9.8784,21.158
26.777,23.31,15.663,21.462,107.17,15.324,34.033,41.573,30.96,26.551,29.366,31.015,12.235,20.938,14.563,18.029,15.802,22.384,26.777,23.31,15.663,21.462,107.17,15.324,34.033,41.573,30.96,26.551,29.366,31.015,12.235,20.938,14.563,18.029,15.802,22.384,21.667,5.5273,14.996,17.167,48.727,10.575,33.399,37.472,28.327,19.072,20.015,15.572,10.617,6.6664,11.456,17.665,14.824,20.937,21.667,5.5273,14.996,17.167,48.727,10.575,33.399,37.472,28.327,19.072,20.015,15.572,10.617,6.6664,11.456,17.665,14.824,20.937,20.713,4.3714,8.6179,16.727,22.604,9.5458,30.942,36.7,25.435,17.425,13.185,8.8596,10.128,5.9881,9.5957,16.168,10.512,20.413,20.713,4.3714,8.6179,16.727,22.604,9.5458,30.942,36.7,25.435,17.425,13.185,8.8596,10.128,5.9881,9.5957,16.168,10.512,20.413
25.526,22.681,18.467,28.499,89.586,17.001,39.176,45.334,36.586,22.721,29.123,30.621,15.359,26.933,16.116,17.342,17.66,21.563,25.526,22.681,18.467,28.499,89.586,17.001,39.176,45.334,36.586,22.721,29.123,30.621,15.359,26.933,16.116,17.342,17.66,21.563,24.8,6.4386,13.857,18.577,44.041,12.405,34.065,40.006,26.13,22.165,21.089,14.142,10.377,4.6416,12.729,14.739,15.617,19.264,24.8,6.4386,13.857,18.577,44.041,12.405,34.065,40.006,26.13,22.165,21.089,14.142,10.377,4.6416,12.729,14.739,15.617,19.264,21.653,4.0914,7.4085,14.792,37.627,11.523,32.384,39.305,24.983,19.022,14.612,11.335,8.6302,4.4897,12.17,14.709,9.9793,19.051,21.653,4.0914,7.4085,14.792,37.627,11.523,32.384,39.305,24.983,19.022,14.612,11.335,8.6302,4.4897,12.17,14.709,9.9793,19.051
40.297,16.029,11.254,34.754,44.236,34.068,46.569,49.107,28.337,31.011,31.176,21.511,12.807,16.015,15.708,16.33,15.293,23.421,40.297,16.029,11.254,34.754,44.236,34.068,46.569,49.107,28.337,31.011,31.176,21.511,12.807,16.015,15.708,16.33,15.293,23.421,18.53,14.685,11.009,13.254,40.485,30.901,39.8,44.033,25.983,18.342,19.726,20.566,11.726,12.653,13.695,15.695,13.138,22.042,18.53,14.685,11.009,13.254,40.485,30.901,39.8,44.033,25.983,18.342,19.726,20.566,11.726,12.653,13.695,15.695,13.138,22.042,11.542,10.341,10.9,9.3947,37.825,29.331,35.841,42.644,24.753,4.7524,13.729,10.304,11.153,11.625,13.643,14.643,12.874,21.245,11.542,10.341,10.9,9.3947,37.825,29.331,35.841,42.644,24.753,4.7524,13.729,10.304,11.153,11.625,13.643,14.643,12.874,21.245
40.526,21.366,13.772,28.921,52.493,26.676,31.705,54.168,29.712,30.502,23.443,27.795,23.75,18.729,16.437,17.082,17.865,26.714,40.526,21.366,13.772,28.921,52.493,26.676,31.705,54.168,29.712,30.502,23.443,27.795,23.75,18.729,16.437,17.082,17.865,26.714,17.578,8.9882,13,19.888,51.512,25.434,31.141,50.185,23.529,15.719,19.958,21.684,4.1343,10.475,14.336,14.384,10.136,22.381,17.578,8.9882,13,19.888,51.512,25.434,31.141,50.185,23.529,15.719,19.958,21.684,4.1343,10.475,14.336,14.384,10.136,22.381,12.255,4.8065,10.184,16.399,41.846,25.368,30.445,39.652,22.148,9.5939,18.588,7.4588,2.6929,5.817,13.102,13.272,8.9283,21.64,12.255,4.8065,10.184,16.399,41.846,25.368,30.445,39.652,22.148,9.5939,18.588,7.4588,2.6929,5.817,13.102,13.272,8.9283,21.64
