248.41,-19.386,59.891,262.88,143.17,137.78,290.16,-19.056,27.609,44.692,-30.652,-13.179,1
233.61,-20.615,54.179,243.04,134.5,126.54,261.47,-14.631,24.215,49.345,-31.427,-14.868,1
203.94,-2.4593,42.121,193.28,116.88,78.06,229.1,-9.8667,29.127,40.302,-22.249,-4.4992,1
193.77,11.009,32.928,149.16,103.66,66.346,185.76,0.65141,20.91,31.298,-25.532,-8.3124,1
192.4,2.7031,32.09,145.1,88.72,76.568,185.35,1.6022,16.105,22.875,-31.744,-4.7646,1
228.89,3.6031,41.419,241.04,152.84,98.533,288.22,-1.8783,24.375,30.677,-37.395,-8.1185,1
224.24,-3.2077,41.045,239.53,154.01,90.509,281.73,1.1212,28.448,27.868,-40.473,-5.9737,1
199.6,8.8692,25.299,167.98,109.98,72.12,205.54,3.1499,23.589,22.043,-36.955,-5.3837,1
194.31,8.3026,31.081,159.62,106.15,63.661,182.64,-3.0685,32.757,29.945,-25.34,-10.408,1
212.39,6.214,38.662,199.11,128.32,83.404,226.24,-4.7118,36.602,32.591,-28.649,-2.4098,1
144.23,11.581,-3.5211,4.6861,15.954,32.805,4.4917,23.027,0.78362,27.123,-13.298,-17.737,1
142.98,15.278,-5.4771,5.2826,17.143,34.753,7.1742,22.166,1.7997,22.527,-18.963,-5.4778,1
138.32,10.354,-11.722,17.287,9.4373,28.439,8.5238,5.449,1.4571,29.464,-10.063,0.63644,1
142.19,10.147,-3.7606,15.478,12.6,22.017,4.9409,11.627,-2.2036,27.26,-10.77,-8.5999,1
136.68,22.361,-3.2239,7.9064,16.233,29.555,12.892,14.639,1.0052,27.064,-13.3,-15.896,1
147.74,16.732,-3.9572,-3.9483,14.197,33.568,7.447,5.6808,0.33706,27.977,-7.3339,-11.166,1
142.26,8.833,1.0878,7.9354,3.259,16.161,13.275,-0.41388,4.1803,21.33,-7.976,-17.427,1
139.84,9.9805,5.7689,3.8222,3.4984,26.926,10.713,7.8378,5.2692,19.611,-20.039,-6.5628,1
140,19.835,16.613,-3.1589,14.374,16.709,20.872,7.0766,1.932,25.615,-7.4897,-13.884,1
151.93,3.4395,11.164,-0.76263,12.069,20.168,6.6215,1.6791,-1.9466,30.134,-9.4838,-13.17,1
132.73,11.336,10.151,-22.021,5.3268,14.2,1.4102,6.5923,1.6103,13.105,-10.374,13.219,1
140.98,9.6242,8.692,-6.433,9.4646,18.593,16.442,9.6959,3.5167,29.757,-13.268,8.1085,1
143.43,9.9852,6.1341,-11.35,2.3822,26.291,5.4789,12.263,-7.6018,30.306,-21.73,-1.7963,1
146.64,10.179,2.4201,-7.583,13.991,18.995,14.77,7.2515,-0.6696,16.483,-21.861,-0.0099221,1
143.6,-0.69544,8.9552,9.2687,1.6105,19.877,-0.61341,33.114,5.7053,4.9621,-20.726,1.7621,1
181.78,-10.472,14.83,96.286,40.658,94.182,83.675,-6.7426,13.409,43.011,-13.528,-21.868,0
174.31,9.162,12.816,102.14,63.345,59.856,106.69,-4.7579,12.422,33.894,-10.092,-8.6636,0
186.19,-14.754,25.74,96.409,31.156,101.28,91.936,-9.9251,14.727,34.448,-22.699,-21.141,0
187.34,-3.2696,28.197,82.822,32.189,91.733,79.518,-3.8216,11.151,38.535,-18.048,-22.178,0
248.41,-19.386,59.891,262.88,143.17,137.78,290.16,-19.056,27.609,44.692,-30.652,-13.179,0
233.61,-20.615,54.179,243.04,134.5,126.54,261.47,-14.631,24.215,49.345,-31.427,-14.868,0
203.94,-2.4593,42.121,193.28,116.88,78.06,229.1,-9.8667,29.127,40.302,-22.249,-4.4992,0
193.77,11.009,32.928,149.16,103.66,66.346,185.76,0.65141,20.91,31.298,-25.532,-8.3124,0
192.4,2.7031,32.09,145.1,88.72,76.568,185.35,1.6022,16.105,22.875,-31.744,-4.7646,0
228.89,3.6031,41.419,241.04,152.84,98.533,288.22,-1.8783,24.375,30.677,-37.395,-8.1185,0
224.24,-3.2077,41.045,239.53,154.01,90.509,281.73,1.1212,28.448,27.868,-40.473,-5.9737,0
199.6,8.8692,25.299,167.98,109.98,72.12,205.54,3.1499,23.589,22.043,-36.955,-5.3837,0
194.31,8.3026,31.081,159.62,106.15,63.661,182.64,-3.0685,32.757,29.945,-25.34,-10.408,0
212.39,6.214,38.662,199.11,128.32,83.404,226.24,-4.7118,36.602,32.591,-28.649,-2.4098,0
144.23,11.581,-3.5211,4.6861,15.954,32.805,4.4917,23.027,0.78362,27.123,-13.298,-17.737,0
142.98,15.278,-5.4771,5.2826,17.143,34.753,7.1742,22.166,1.7997,22.527,-18.963,-5.4778,0
138.32,10.354,-11.722,17.287,9.4373,28.439,8.5238,5.449,1.4571,29.464,-10.063,0.63644,0
142.19,10.147,-3.7606,15.478,12.6,22.017,4.9409,11.627,-2.2036,27.26,-10.77,-8.5999,0
136.68,22.361,-3.2239,7.9064,16.233,29.555,12.892,14.639,1.0052,27.064,-13.3,-15.896,0
147.74,16.732,-3.9572,-3.9483,14.197,33.568,7.447,5.6808,0.33706,27.977,-7.3339,-11.166,0
142.26,8.833,1.0878,7.9354,3.259,16.161,13.275,-0.41388,4.1803,21.33,-7.976,-17.427,0
139.84,9.9805,5.7689,3.8222,3.4984,26.926,10.713,7.8378,5.2692,19.611,-20.039,-6.5628,0
140,19.835,16.613,-3.1589,14.374,16.709,20.872,7.0766,1.932,25.615,-7.4897,-13.884,0
151.93,3.4395,11.164,-0.76263,12.069,20.168,6.6215,1.6791,-1.9466,30.134,-9.4838,-13.17,0
132.73,11.336,10.151,-22.021,5.3268,14.2,1.4102,6.5923,1.6103,13.105,-10.374,13.219,0
156.98,-0.65179,6.8259,2.6307,2.1995,33.538,-19.568,40.889,-7.6885,41.977,-9.1242,-36.288,1
159.14,-3.8224,8.137,11.07,-1.6111,36.333,-5.8933,35.833,-4.0249,43.515,-3.5375,-40.307,1
147.86,10.114,-5.1627,-9.871,7.7136,36.014,-12.815,31.597,4.7684,36.034,-13.223,-24.383,1
154.43,5.7815,-13.99,3.0844,4.1298,45.128,-16.008,28.56,13.746,38.826,-16.793,-37.172,1
148.85,6.8512,-2.2231,-9.3467,1.353,33.58,-19.169,37.955,8.7283,40.172,-13.579,-31.201,1
159.74,7.1786,-3.2898,8.395,13.803,34.6,-1.9831,34.545,9.6474,45.673,-16.057,-34.07,1
168.19,-0.90803,4.0533,14.005,1.5004,70.251,-17.089,24.661,21.618,51.435,-28.505,-30.495,1
163.43,-2.4139,6.7618,4.6266,1.4132,66.155,-10.075,27.339,7.5415,52.566,-25.495,-27.105,1
166.56,-7.787,-19.069,12.618,1.5292,67.143,-13.157,22.726,7.5842,80.265,-21.468,-11.413,1
168,-5.4564,-8.4072,16.197,2.526,56.488,-12.205,24.074,7.6403,69.23,-11.323,-29.387,1
162.46,6.3324,-10.517,12.415,5.8597,45.865,-3.2383,20.394,11.913,70.346,-18.021,-18.917,1
163.6,10.59,-2.8044,4.0442,5.7327,41.604,-10.11,22.971,12.416,73.752,-17.979,-20.035,1
163.2,4.191,0.67337,12.925,-16.024,59.081,-12.623,16.356,12.442,58.453,-22.786,-36.626,1
165.54,11.034,-3.0891,8.0276,1.8291,37.304,-2.1257,19.176,15.093,53.531,-10.819,-32.452,1
155.89,20.024,0.083304,-6.1876,8.6792,31.341,-4.0007,19.415,2.8415,53.956,-8.4936,-36.481,1
158.31,12.527,-0.6384,-3.771,3.126,40.231,-13.223,23.048,-6.1042,57.732,-18.82,-44.142,1
134.78,31.056,1.1017,-14.121,11.362,6.9785,-2.1551,28.266,13.048,36.149,-11.887,-24.156,1
143.53,27.955,-8.1552,-8.3221,8.379,5.8733,8.0045,26.956,10.457,45.361,-15.886,-34.437,1
131.04,27.44,-2.8413,-7.1514,2.3483,16.602,3.603,26.438,4.5949,16.828,-23.949,-26.885,1
142.1,31.429,-12.49,0.58279,0.37927,14.279,11.164,31.7,8.0109,19.745,-24.566,-30.797,1
135,28.906,-9.4871,-9.6598,7.4598,19.182,5.4176,33.412,4.9809,18.642,-30.25,-21.419,1
140.31,31.165,-6.2944,-18.442,9.8125,20.936,-0.53796,29.827,5.4153,11.635,-27.369,-29.023,1
127.51,17.365,5.6984,-2.4725,14.98,16.939,-5.9812,14.244,18.807,19.692,-22.129,-18.733,1
142.39,29.646,-7.3826,-13.627,12.702,16.14,-3.7399,23.849,10.346,22.349,-19.856,-20.291,1
143.63,31.157,-7.9744,0.27625,26.292,19.207,3.5758,32.76,13.471,20.757,-12.711,-20.916,1
145.3,10.292,4.6311,0.77114,16.52,16.734,-10.62,17.251,-2.9405,4.2648,-6.8814,-23.777,0
150.6,8.24,0.73908,-1.1832,6.9045,14.253,-14.032,18.37,-2.5171,1.3056,-1.5587,-26.833,0
147.11,-2.7339,12.343,-1.9007,-7.3328,32.812,-27.86,28.99,3.2617,11.5,0.95892,-21.02,0
145.05,6.2414,11.527,2.8162,-7.743,30.522,-26.348,29.238,7.8915,13.092,-2.3454,-30.096,0
156.98,-0.65179,6.8259,2.6307,2.1995,33.538,-19.568,40.889,-7.6885,41.977,-9.1242,-36.288,0
159.14,-3.8224,8.137,11.07,-1.6111,36.333,-5.8933,35.833,-4.0249,43.515,-3.5375,-40.307,0
147.86,10.114,-5.1627,-9.871,7.7136,36.014,-12.815,31.597,4.7684,36.034,-13.223,-24.383,0
154.43,5.7815,-13.99,3.0844,4.1298,45.128,-16.008,28.56,13.746,38.826,-16.793,-37.172,0
148.85,6.8512,-2.2231,-9.3467,1.353,33.58,-19.169,37.955,8.7283,40.172,-13.579,-31.201,0
159.74,7.1786,-3.2898,8.395,13.803,34.6,-1.9831,34.545,9.6474,45.673,-16.057,-34.07,0
168.19,-0.90803,4.0533,14.005,1.5004,70.251,-17.089,24.661,21.618,51.435,-28.505,-30.495,0
163.43,-2.4139,6.7618,4.6266,1.4132,66.155,-10.075,27.339,7.5415,52.566,-25.495,-27.105,0
