84.962,176.98,239.92,46.335,127.32,137.75,47.207,74.519,76.216,201.15,43.685,120.68,49.773,57.477,34.773,124.51,184.15,102.36,84.962,176.98,239.92,46.335,127.32,137.75,47.207,74.519,76.216,201.15,43.685,120.68,49.773,57.477,34.773,124.51,184.15,102.36,78.019,122.59,119.73,44.089,106.63,63.489,46.755,63.619,17.817,68.254,36.619,75.006,22.012,48.041,33.815,106.62,99.242,101.89,78.019,122.59,119.73,44.089,106.63,63.489,46.755,63.619,17.817,68.254,36.619,75.006,22.012,48.041,33.815,106.62,99.242,101.89,71.152,116.16,62.242,41.514,72.859,59.225,43.769,59.457,17.357,49.179,34.945,39.022,15.487,45.387,32.522,101.79,85.252,101.77,71.152,116.16,62.242,41.514,72.859,59.225,43.769,59.457,17.357,49.179,34.945,39.022,15.487,45.387,32.522,101.79,85.252,101.77
81.157,165.72,258.11,54.728,123.19,137.06,54.638,82.477,47.012,134.16,42.014,57.801,54.074,110.94,43.648,86.686,192.94,109.35,81.157,165.72,258.11,54.728,123.19,137.06,54.638,82.477,47.012,134.16,42.014,57.801,54.074,110.94,43.648,86.686,192.94,109.35,72.376,109.13,82.489,42.132,117.29,81.332,48.929,79.003,42.8,85.899,41.176,48.197,26.67,101.61,38.578,82.102,105.27,105.75,72.376,109.13,82.489,42.132,117.29,81.332,48.929,79.003,42.8,85.899,41.176,48.197,26.67,101.61,38.578,82.102,105.27,105.75,70.44,102.56,76.569,41.533,78.503,40.817,48.373,65.178,33.399,85.886,40.454,46.194,22.118,52.108,33.983,71.916,76.255,102.27,70.44,102.56,76.569,41.533,78.503,40.817,48.373,65.178,33.399,85.886,40.454,46.194,22.118,52.108,33.983,71.916,76.255,102.27
67.946,155.27,185.96,44.176,58.78,162.57,102.65,68.781,51.62,200.47,44.216,57.199,40.729,125.25,35.61,115.75,171.41,126.46,67.946,155.27,185.96,44.176,58.78,162.57,102.65,68.781,51.62,200.47,44.216,57.199,40.729,125.25,35.61,115.75,171.41,126.46,66.109,105.4,128.14,42.796,46.543,76.1,73.37,62.906,35.826,66.047,38.423,55.533,40.537,72.548,35.139,78.201,89.61,120.07,66.109,105.4,128.14,42.796,46.543,76.1,73.37,62.906,35.826,66.047,38.423,55.533,40.537,72.548,35.139,78.201,89.61,120.07,64.682,86.194,109.29,41.82,43.818,20.188,61.649,58.476,19.738,55.681,37.346,49.762,21.91,55.211,34.828,67.064,39.501,116.8,64.682,86.194,109.29,41.82,43.818,20.188,61.649,58.476,19.738,55.681,37.346,49.762,21.91,55.211,34.828,67.064,39.501,116.8
79.883,107.95,257.65,41.518,59.219,103.87,99.563,68.356,64.608,134.68,44.563,49.394,60.022,138.57,36.939,62.747,192.05,478.18,79.883,107.95,257.65,41.518,59.219,103.87,99.563,68.356,64.608,134.68,44.563,49.394,60.022,138.57,36.939,62.747,192.05,478.18,71.436,84.139,112.84,39.857,50.974,72.893,88.367,59.423,36.252,54.168,37.57,46.304,27.569,86.186,34.873,61.56,88.461,152.86,71.436,84.139,112.84,39.857,50.974,72.893,88.367,59.423,36.252,54.168,37.57,46.304,27.569,86.186,34.873,61.56,88.461,152.86,66.194,79.331,31.933,39.387,50.655,56.59,65.56,58.452,32.785,46.703,36.269,43.183,11.61,18.519,33.713,56.878,76.524,150.73,66.194,79.331,31.933,39.387,50.655,56.59,65.56,58.452,32.785,46.703,36.269,43.183,11.61,18.519,33.713,56.878,76.524,150.73
79.081,126.88,217,51.608,61.103,94.872,139.06,67.45,45.93,156.95,88.512,59.752,37.53,105.62,36.038,68.033,188.34,507.24,79.081,126.88,217,51.608,61.103,94.872,139.06,67.45,45.93,156.95,88.512,59.752,37.53,105.62,36.038,68.033,188.34,507.24,67.178,124.22,92.378,39.172,59.721,83.413,57.678,64.639,44.522,73.728,56.696,43.141,21.881,76.838,34.13,57.11,101.04,180.03,67.178,124.22,92.378,39.172,59.721,83.413,57.678,64.639,44.522,73.728,56.696,43.141,21.881,76.838,34.13,57.11,101.04,180.03,65.3,99.597,71.653,38.878,57.464,71.943,15.514,64.028,44.478,64.468,33.7,42.138,21.088,52.982,33.815,55.748,71.848,110.25,65.3,99.597,71.653,38.878,57.464,71.943,15.514,64.028,44.478,64.468,33.7,42.138,21.088,52.982,33.815,55.748,71.848,110.25
70.355,67.65,193.08,77.991,65.176,93.187,120.26,70.732,49.512,156.24,95.394,52.602,57.11,112.37,41.997,69.68,127.25,313.3,70.355,67.65,193.08,77.991,65.176,93.187,120.26,70.732,49.512,156.24,95.394,52.602,57.11,112.37,41.997,69.68,127.25,313.3,69.581,65.627,107.94,55.074,50.831,75.647,84.199,62.612,41.025,82.996,67.141,43.888,25.648,63.234,37.988,63.065,124.24,205.85,69.581,65.627,107.94,55.074,50.831,75.647,84.199,62.612,41.025,82.996,67.141,43.888,25.648,63.234,37.988,63.065,124.24,205.85,69.087,65.373,102.32,49.388,48.374,57.141,18.628,62.131,36.694,81.658,18.689,42.932,21.318,27.245,36.622,58.415,84.078,203.62,69.087,65.373,102.32,49.388,48.374,57.141,18.628,62.131,36.694,81.658,18.689,42.932,21.318,27.245,36.622,58.415,84.078,203.62
71.117,67.549,227.15,103.91,64.231,89.529,104.59,74.349,53.523,110.66,86.391,59.484,56.084,123.27,76.384,62.874,100.81,434.24,71.117,67.549,227.15,103.91,64.231,89.529,104.59,74.349,53.523,110.66,86.391,59.484,56.084,123.27,76.384,62.874,100.81,434.24,67.421,62.157,119.85,57.973,61.428,86.345,66.586,59.391,42.379,99.683,67.835,46.543,52.157,100.05,32.999,60.784,88.872,167.46,67.421,62.157,119.85,57.973,61.428,86.345,66.586,59.391,42.379,99.683,67.835,46.543,52.157,100.05,32.999,60.784,88.872,167.46,63.142,60.55,74.585,36.387,50.446,66.818,37.151,54.262,41.442,84.243,29.168,43.298,46.598,26.553,31.455,58.362,75.53,163.01,63.142,60.55,74.585,36.387,50.446,66.818,37.151,54.262,41.442,84.243,29.168,43.298,46.598,26.553,31.455,58.362,75.53,163.01
75.201,82.422,115.19,119.06,63.882,59.476,128.13,233.22,59.851,90.597,106.2,50.45,56.38,107.43,82.592,61.525,88.778,468.9,75.201,82.422,115.19,119.06,63.882,59.476,128.13,233.22,59.851,90.597,106.2,50.45,56.38,107.43,82.592,61.525,88.778,468.9,63.57,68.975,112.49,31.029,54.577,58.544,70.602,39.674,55.409,78.333,37.63,46.096,50.429,71.107,42.943,59.161,79.413,136.33,63.57,68.975,112.49,31.029,54.577,58.544,70.602,39.674,55.409,78.333,37.63,46.096,50.429,71.107,42.943,59.161,79.413,136.33,63.171,68.933,95.64,20.61,48.991,55.875,23.692,38.909,45.322,58.863,23.743,44.381,48.21,56.512,14.285,50.046,69.94,121.13,63.171,68.933,95.64,20.61,48.991,55.875,23.692,38.909,45.322,58.863,23.743,44.381,48.21,56.512,14.285,50.046,69.94,121.13
172.49,78.78,98.454,98.588,46.756,54.682,102.81,166.03,56.171,126.94,86.786,51.851,48.396,121.96,79.716,65.007,87.455,223.52,172.49,78.78,98.454,98.588,46.756,54.682,102.81,166.03,56.171,126.94,86.786,51.851,48.396,121.96,79.716,65.007,87.455,223.52,147.77,65.181,86.097,69.048,45.281,54.516,79.341,128.73,53.145,95.593,41.856,49.1,47.694,56.468,39.109,55.724,86.049,198.42,147.77,65.181,86.097,69.048,45.281,54.516,79.341,128.73,53.145,95.593,41.856,49.1,47.694,56.468,39.109,55.724,86.049,198.42,80.713,61.988,82.265,27.309,44.392,54.087,54.271,87.624,46.957,79.898,28.924,42.955,45.283,55.912,30.867,54.242,84.688,188.49,80.713,61.988,82.265,27.309,44.392,54.087,54.271,87.624,46.957,79.898,28.924,42.955,45.283,55.912,30.867,54.242,84.688,188.49
190.62,80.913,98.913,73.484,61.678,63.921,96.208,226.94,57.123,55.82,92.824,146.94,71.176,66.743,66.192,54.047,100.88,464.55,190.62,80.913,98.913,73.484,61.678,63.921,96.208,226.94,57.123,55.82,92.824,146.94,71.176,66.743,66.192,54.047,100.88,464.55,103.56,67.902,97.051,54.828,49.346,55.544,73.666,70.5,44.826,54.258,57.967,25.258,52.328,60.463,47.514,52.191,91.383,157.55,103.56,67.902,97.051,54.828,49.346,55.544,73.666,70.5,44.826,54.258,57.967,25.258,52.328,60.463,47.514,52.191,91.383,157.55,90.426,60.478,95.28,45.799,49.252,54.31,63.562,36.879,43.915,54.036,17.265,17.088,48.82,59.14,31.273,50.884,88.307,136.58,90.426,60.478,95.28,45.799,49.252,54.31,63.562,36.879,43.915,54.036,17.265,17.088,48.82,59.14,31.273,50.884,88.307,136.58
